customer_id,name,email,phone,country,city,registration_date
CUST58476261,Daniel Moore,daniel.moore961@example.com,+1-331-593-8219,Australia,Melbourne,2025-03-19 20:58:32.794066
CUST30217258,Elizabeth Rodriguez,elizabeth.rodriguez809@example.com,+1-576-954-4878,France,Marseille,2026-02-11 20:58:32.794066
CUST84412122,Richard Jones,richard.jones344@example.com,+1-605-147-6819,Netherlands,Unknown,2024-02-20 20:58:32.794066
CUST93431362,Mary Miller,mary.miller418@example.com,+1-656-932-6580,Netherlands,Unknown,2025-09-14 20:58:32.794066
CUST95077617,Betty Garcia,betty.garcia367@example.com,+1-817-452-7699,Brazil,Unknown,2026-01-14 20:58:32.794066
CUST88411922,Christopher Hernandez,christopher.hernandez291@example.com,+1-480-889-4663,Denmark,Unknown,2025-11-20 20:58:32.794066
CUST98889655,Barbara Lee,barbara.lee193@example.com,+1-745-582-8306,Germany,Berlin,2024-07-05 20:58:32.794066
CUST08312548,Betty Jones,betty.jones443@example.com,+1-492-634-3543,Sweden,Unknown,2025-02-18 20:58:32.794066
CUST18955166,Ashley Gonzalez,ashley.gonzalez799@example.com,+1-402-395-2219,Canada,Montreal,2025-10-24 20:58:32.794066
CUST24134160,Daniel Perez,daniel.perez508@example.com,+1-689-205-8948,Australia,Brisbane,2025-08-15 20:58:32.794066
CUST56282147,Donald Wilson,donald.wilson152@example.com,+1-313-301-3334,Japan,Unknown,2025-05-14 20:58:32.794066
CUST07747676,Ashley Johnson,ashley.johnson956@example.com,+1-404-632-7915,South Korea,Unknown,2025-08-25 20:58:32.794066
CUST01895644,Steven Hernandez,steven.hernandez352@example.com,+1-462-354-2473,United Kingdom,Manchester,2025-12-06 20:58:32.794066
CUST79913164,Emily Harris,emily.harris460@example.com,+1-767-469-2884,United Kingdom,Birmingham,2026-01-04 20:58:32.794066
CUST91757987,James Jackson,james.jackson144@example.com,+1-155-169-3721,Mexico,Unknown,2026-02-16 20:58:32.794066
CUST73457656,Sarah Miller,sarah.miller823@example.com,+1-141-247-9976,United States,Chicago,2024-10-06 20:58:32.794066
CUST00825477,James Garcia,james.garcia41@example.com,+1-249-813-8630,South Korea,Unknown,2025-09-27 20:58:32.794066
CUST93832481,Sarah Lee,sarah.lee630@example.com,+1-868-601-7324,Singapore,Unknown,2025-07-28 20:58:32.794066
CUST62633004,Mary White,mary.white367@example.com,+1-995-560-4104,Sweden,Unknown,2025-12-21 20:58:32.794066
CUST47804960,Sandra Lewis,sandra.lewis804@example.com,+1-778-944-6439,Netherlands,Unknown,2025-09-18 20:58:32.794066
CUST86766054,Nancy Lee,nancy.lee387@example.com,+1-795-369-5496,South Korea,Unknown,2025-06-06 20:58:32.794066
CUST05204905,Emily Moore,emily.moore512@example.com,+1-152-218-3126,Sweden,Unknown,2025-11-02 20:58:32.794066
CUST92038144,Steven Moore,steven.moore362@example.com,+1-305-378-5938,South Korea,Unknown,2025-06-01 20:58:32.794066
CUST72219077,David Lee,david.lee199@example.com,+1-620-392-3111,Canada,Calgary,2026-02-08 20:58:32.794066
CUST85870718,Robert Robinson,robert.robinson7@example.com,+1-112-933-7140,Netherlands,Unknown,2024-04-16 20:58:32.794066
CUST05948104,Kimberly Lopez,kimberly.lopez631@example.com,+1-704-276-1926,Singapore,Unknown,2025-11-13 20:58:32.794066
CUST89645350,Patricia Jones,patricia.jones350@example.com,+1-599-361-8002,Norway,Unknown,2025-09-04 20:58:32.794066
CUST75325621,John Anderson,john.anderson885@example.com,+1-298-231-5251,Mexico,Unknown,2025-11-27 20:58:32.794066
CUST44656391,Ashley Martinez,ashley.martinez611@example.com,+1-977-180-7961,France,Paris,2024-08-14 20:58:32.794066
CUST26093325,Matthew White,matthew.white160@example.com,+1-170-578-5774,Germany,Cologne,2025-06-15 20:58:32.794066
CUST37739753,Sarah Sanchez,sarah.sanchez773@example.com,+1-720-211-1605,France,Paris,2025-04-23 20:58:32.794066
CUST27211932,Emily Garcia,emily.garcia377@example.com,+1-566-937-1659,United States,Houston,2026-01-31 20:58:32.794066
CUST24380051,Sandra Johnson,sandra.johnson168@example.com,+1-408-483-8127,Denmark,Unknown,2025-09-19 20:58:32.794066
CUST07288623,Mark Smith,mark.smith880@example.com,+1-512-701-6195,Australia,Sydney,2026-01-07 20:58:32.794066
CUST84215573,Ashley White,ashley.white269@example.com,+1-752-843-4474,United Kingdom,Glasgow,2026-01-26 20:58:32.794066
CUST22232181,Thomas Ramirez,thomas.ramirez422@example.com,+1-320-525-8937,Germany,Cologne,2025-08-14 20:58:32.794066
CUST25645165,Mark Walker,mark.walker780@example.com,+1-468-515-6196,Denmark,Unknown,2025-12-27 20:58:32.794066
CUST20248591,Emily Martinez,emily.martinez176@example.com,+1-816-518-4794,Canada,Vancouver,2025-12-23 20:58:32.794066
CUST24128481,John Harris,john.harris210@example.com,+1-127-814-4082,Netherlands,Unknown,2025-12-25 20:58:32.794066
CUST83476036,Richard Clark,richard.clark459@example.com,+1-415-119-9291,Denmark,Unknown,2024-09-29 20:58:32.794066
CUST62566689,Michelle Lee,michelle.lee83@example.com,+1-677-106-7595,France,Lyon,2025-11-08 20:58:32.794066
CUST05558905,Mary Sanchez,mary.sanchez620@example.com,+1-939-821-7033,Mexico,Unknown,2025-10-08 20:58:32.794066
CUST82009037,Michelle Sanchez,michelle.sanchez895@example.com,+1-690-935-5090,United States,Houston,2025-11-29 20:58:32.794066
CUST24225603,Richard Jackson,richard.jackson833@example.com,+1-805-577-3613,Italy,Unknown,2025-08-11 20:58:32.794066
CUST76946026,Paul Moore,paul.moore900@example.com,+1-632-325-3351,Sweden,Unknown,2024-10-19 20:58:32.794066
CUST47230067,Michelle Jackson,michelle.jackson910@example.com,+1-513-124-8312,Netherlands,Unknown,2025-12-21 20:58:32.794066
CUST13876589,Ashley Thomas,ashley.thomas533@example.com,+1-714-503-5431,Sweden,Unknown,2024-08-22 20:58:32.794066
CUST54984126,Richard Rodriguez,richard.rodriguez764@example.com,+1-489-218-1417,South Korea,Unknown,2025-12-09 20:58:32.794066
CUST11168412,Emily Williams,emily.williams457@example.com,+1-650-516-6542,Denmark,Unknown,2024-08-19 20:58:32.794066
CUST61156174,Elizabeth Jones,elizabeth.jones168@example.com,+1-776-720-4521,Norway,Unknown,2025-08-23 20:58:32.794066
CUST94873631,Jessica Williams,jessica.williams197@example.com,+1-143-597-1955,Germany,Frankfurt,2025-09-05 20:58:32.794066
CUST84710127,Joshua Gonzalez,joshua.gonzalez828@example.com,+1-217-433-8412,Brazil,Unknown,2025-08-13 20:58:32.794066
CUST84080560,Margaret Martin,margaret.martin431@example.com,+1-709-620-4731,Mexico,Unknown,2025-01-03 20:58:32.794066
CUST89431931,John Lee,john.lee342@example.com,+1-462-540-7877,Brazil,Unknown,2025-02-14 20:58:32.794066
CUST41054651,Margaret Smith,margaret.smith88@example.com,+1-448-881-7114,United States,Phoenix,2025-11-08 20:58:32.794066
CUST51945268,Barbara Perez,barbara.perez397@example.com,+1-681-458-9504,Japan,Unknown,2025-10-06 20:58:32.794066
CUST69314546,Margaret Perez,margaret.perez951@example.com,+1-516-698-8212,Japan,Unknown,2026-01-30 20:58:32.794066
CUST39655563,James Moore,james.moore783@example.com,+1-206-262-9996,Norway,Unknown,2025-05-19 20:58:32.794066
CUST09405435,Thomas Walker,thomas.walker972@example.com,+1-328-620-7545,Spain,Unknown,2025-09-09 20:58:32.794066
CUST43777762,Anthony Smith,anthony.smith970@example.com,+1-912-225-1415,Italy,Unknown,2024-04-24 20:58:32.794066
CUST12007770,Donald Lewis,donald.lewis800@example.com,+1-994-393-9801,Netherlands,Unknown,2026-01-05 20:58:32.794066
CUST10422272,Mary Thomas,mary.thomas119@example.com,+1-531-198-2221,Sweden,Unknown,2026-01-22 20:58:32.794066
CUST80921666,Andrew Lewis,andrew.lewis139@example.com,+1-323-121-1502,United States,Chicago,2025-08-22 20:58:32.794066
CUST31679683,Michelle Thomas,michelle.thomas100@example.com,+1-402-239-6697,Italy,Unknown,2026-02-03 20:58:32.794066
CUST87030758,Paul Miller,paul.miller906@example.com,+1-972-644-1912,South Korea,Unknown,2025-12-18 20:58:32.794066
CUST87951649,Steven Jones,steven.jones478@example.com,+1-687-707-5524,South Korea,Unknown,2025-10-31 20:58:32.794066
CUST68017391,Matthew Lee,matthew.lee453@example.com,+1-451-978-9667,Singapore,Unknown,2025-12-05 20:58:32.794066
CUST38924353,Ashley Brown,ashley.brown855@example.com,+1-482-272-5346,United States,Phoenix,2025-10-07 20:58:32.794066
CUST66476831,Sandra Lewis,sandra.lewis851@example.com,+1-159-694-7624,Netherlands,Unknown,2026-01-11 20:58:32.794066
CUST12922660,Jessica Williams,jessica.williams505@example.com,+1-562-742-7679,Mexico,Unknown,2025-10-16 20:58:32.794066
CUST22514275,Sandra Hernandez,sandra.hernandez677@example.com,+1-195-684-8828,United Kingdom,Leeds,2025-03-21 20:58:32.794066
CUST81858056,Emily Anderson,emily.anderson483@example.com,+1-894-169-3216,France,Nice,2025-10-16 20:58:32.794066
CUST31786619,Nancy Jackson,nancy.jackson585@example.com,+1-117-406-5270,Spain,Unknown,2024-02-20 20:58:32.794066
CUST70562277,Lisa Lopez,lisa.lopez684@example.com,+1-955-480-7713,Sweden,Unknown,2024-10-17 20:58:32.794066
CUST19597497,Christopher Davis,christopher.davis140@example.com,+1-689-140-4608,Singapore,Unknown,2025-10-18 20:58:32.794066
CUST18278284,Kimberly Davis,kimberly.davis350@example.com,+1-949-244-7713,Germany,Berlin,2024-02-20 20:58:32.794066
CUST79455895,Barbara Garcia,barbara.garcia415@example.com,+1-778-362-2027,United States,New York,2026-01-17 20:58:32.794066
CUST82303051,Mary Sanchez,mary.sanchez314@example.com,+1-509-225-8241,Canada,Montreal,2025-10-04 20:58:32.794066
CUST17068539,Patricia Thomas,patricia.thomas569@example.com,+1-490-957-9005,France,Paris,2025-01-28 20:58:32.794066
CUST90612696,Susan Jackson,susan.jackson805@example.com,+1-570-888-6227,Norway,Unknown,2025-11-04 20:58:32.794066
CUST07631718,William Williams,william.williams840@example.com,+1-372-105-2099,Norway,Unknown,2025-07-19 20:58:32.794066
CUST19931003,Susan Martinez,susan.martinez80@example.com,+1-998-451-6668,South Korea,Unknown,2025-06-05 20:58:32.794066
CUST37459913,Emily Thompson,emily.thompson539@example.com,+1-269-729-5142,Italy,Unknown,2025-01-30 20:58:32.794066
CUST49933018,John Sanchez,john.sanchez285@example.com,+1-669-394-8143,Canada,Montreal,2025-06-04 20:58:32.794066
CUST12235264,Donna Hernandez,donna.hernandez937@example.com,+1-305-663-3846,Japan,Unknown,2026-02-03 20:58:32.794066
CUST35483468,Joshua Wilson,joshua.wilson707@example.com,+1-992-230-7044,Singapore,Unknown,2025-03-31 20:58:32.794066
CUST60330824,Christopher Lewis,christopher.lewis277@example.com,+1-991-927-2936,United States,Phoenix,2025-11-18 20:58:32.794066
CUST89476737,William Lee,william.lee917@example.com,+1-640-672-5446,Denmark,Unknown,2025-11-30 20:58:32.794066
CUST84183811,Richard Williams,richard.williams336@example.com,+1-595-646-8482,South Korea,Unknown,2025-12-01 20:58:32.794066
CUST66437290,Emily Martinez,emily.martinez492@example.com,+1-671-348-4542,Netherlands,Unknown,2025-09-20 20:58:32.794066
CUST01756042,Lisa Taylor,lisa.taylor892@example.com,+1-869-796-5436,France,Lyon,2025-10-20 20:58:32.794066
CUST51560778,Emily Johnson,emily.johnson735@example.com,+1-670-519-5904,Brazil,Unknown,2024-12-28 20:58:32.794066
CUST54354283,Linda White,linda.white620@example.com,+1-813-702-9680,Sweden,Unknown,2025-04-19 20:58:32.794066
CUST65641122,Donna Miller,donna.miller806@example.com,+1-614-697-4539,Brazil,Unknown,2025-11-20 20:58:32.794066
CUST86366805,Matthew Gonzalez,matthew.gonzalez779@example.com,+1-707-182-4125,Japan,Unknown,2025-09-20 20:58:32.794066
CUST31891131,William Walker,william.walker244@example.com,+1-512-891-5667,India,Chennai,2025-01-09 20:58:32.794066
CUST02264992,James Rodriguez,james.rodriguez850@example.com,+1-227-554-6783,Netherlands,Unknown,2025-10-24 20:58:32.794066
CUST34206168,Karen Lee,karen.lee822@example.com,+1-883-294-5078,Denmark,Unknown,2025-05-20 20:58:32.794066
CUST28521898,Thomas Clark,thomas.clark522@example.com,+1-364-260-5070,Singapore,Unknown,2025-10-04 20:58:32.794066
CUST52097434,Christopher Williams,christopher.williams842@example.com,+1-900-456-5706,Mexico,Unknown,2025-07-03 20:58:32.794066
CUST78305715,Margaret Clark,margaret.clark87@example.com,+1-924-928-5356,Brazil,Unknown,2026-01-23 20:58:32.794066
CUST79660720,Emily Lewis,emily.lewis413@example.com,+1-784-528-7044,Mexico,Unknown,2025-07-03 20:58:32.794066
CUST28930929,Michelle Johnson,michelle.johnson138@example.com,+1-963-756-6278,Brazil,Unknown,2024-12-02 20:58:32.794066
CUST29398820,James Garcia,james.garcia248@example.com,+1-904-468-9794,Australia,Brisbane,2025-10-29 20:58:32.794066
CUST02324396,Karen Williams,karen.williams2@example.com,+1-884-818-4781,France,Nice,2025-11-16 20:58:32.794066
CUST33728354,Jennifer Harris,jennifer.harris211@example.com,+1-504-276-9290,France,Paris,2026-02-11 20:58:32.794066
CUST04340200,Robert Clark,robert.clark494@example.com,+1-203-690-5588,Denmark,Unknown,2025-04-19 20:58:32.794066
CUST68760610,Barbara Ramirez,barbara.ramirez230@example.com,+1-578-792-6541,South Korea,Unknown,2025-05-09 20:58:32.794066
CUST83233673,Mark Thompson,mark.thompson214@example.com,+1-802-105-8882,Italy,Unknown,2025-12-18 20:58:32.794066
CUST99597629,Emily Lopez,emily.lopez804@example.com,+1-483-891-2887,Norway,Unknown,2025-07-28 20:58:32.794066
CUST44248864,Linda Davis,linda.davis31@example.com,+1-861-732-7843,Australia,Perth,2026-02-10 20:58:32.794066
CUST94142935,Thomas Harris,thomas.harris877@example.com,+1-460-550-1215,Mexico,Unknown,2025-11-17 20:58:32.794066
CUST06135101,Donna Sanchez,donna.sanchez248@example.com,+1-458-406-6922,Canada,Toronto,2026-01-17 20:58:32.794066
CUST35703607,Richard Moore,richard.moore863@example.com,+1-623-723-5323,Japan,Unknown,2025-10-27 20:58:32.794066
CUST12303882,Steven Moore,steven.moore866@example.com,+1-398-318-2935,Canada,Toronto,2026-01-06 20:58:32.794066
CUST15395237,Anthony Smith,anthony.smith108@example.com,+1-139-333-2346,Mexico,Unknown,2025-03-20 20:58:32.794066
CUST72371596,Elizabeth Clark,elizabeth.clark382@example.com,+1-311-914-5574,India,Mumbai,2024-12-08 20:58:32.794066
CUST77830468,Thomas Thompson,thomas.thompson196@example.com,+1-953-103-7465,Mexico,Unknown,2025-08-16 20:58:32.794066
CUST14954868,Jennifer White,jennifer.white471@example.com,+1-109-546-8198,Canada,Calgary,2026-01-22 20:58:32.794066
CUST20392610,Sandra Harris,sandra.harris196@example.com,+1-862-750-3988,Germany,Hamburg,2025-12-07 20:58:32.794066
CUST62187812,Charles Taylor,charles.taylor62@example.com,+1-187-442-9785,South Korea,Unknown,2025-12-25 20:58:32.794066
CUST55211452,Lisa Gonzalez,lisa.gonzalez833@example.com,+1-592-401-1691,United Kingdom,Manchester,2026-02-11 20:58:32.794066
CUST18919782,Michael Harris,michael.harris215@example.com,+1-380-282-1315,Netherlands,Unknown,2024-12-30 20:58:32.794066
CUST13563799,Linda Anderson,linda.anderson654@example.com,+1-844-811-8802,Germany,Hamburg,2025-05-14 20:58:32.794066
CUST14035959,Elizabeth Garcia,elizabeth.garcia912@example.com,+1-196-230-8893,United States,Phoenix,2026-02-14 20:58:32.794066
CUST33255828,Anthony White,anthony.white797@example.com,+1-919-566-7854,United States,Los Angeles,2024-04-20 20:58:32.794066
CUST29736466,Steven Gonzalez,steven.gonzalez32@example.com,+1-950-960-9824,Spain,Unknown,2025-11-15 20:58:32.794066
CUST31628491,Elizabeth Ramirez,elizabeth.ramirez942@example.com,+1-920-972-7357,United Kingdom,Leeds,2025-10-29 20:58:32.794066
CUST55096920,Anthony Clark,anthony.clark926@example.com,+1-909-748-3327,Denmark,Unknown,2024-10-08 20:58:32.794066
CUST62507376,Kimberly Davis,kimberly.davis187@example.com,+1-739-611-3620,France,Nice,2025-06-24 20:58:32.794066
CUST16923943,Jennifer Lewis,jennifer.lewis651@example.com,+1-601-819-6171,United States,New York,2026-01-26 20:58:32.794066
CUST03275639,Jennifer Lee,jennifer.lee35@example.com,+1-723-371-4844,Singapore,Unknown,2025-10-19 20:58:32.794066
CUST19780747,Kimberly Moore,kimberly.moore709@example.com,+1-630-652-7142,France,Toulouse,2025-04-05 20:58:32.794066
CUST23994639,William Johnson,william.johnson308@example.com,+1-299-686-8660,Mexico,Unknown,2025-04-06 20:58:32.794066
CUST89532763,William Thomas,william.thomas11@example.com,+1-113-309-4640,United States,Los Angeles,2025-11-11 20:58:32.794066
CUST33921246,Donna White,donna.white844@example.com,+1-565-103-7155,France,Marseille,2025-06-17 20:58:32.794066
CUST89500425,Joshua Clark,joshua.clark218@example.com,+1-946-914-2188,Brazil,Unknown,2025-10-16 20:58:32.794066
CUST22704954,Emily Sanchez,emily.sanchez234@example.com,+1-794-975-3935,Germany,Cologne,2026-02-13 20:58:32.794066
CUST62515551,Joshua Clark,joshua.clark752@example.com,+1-137-401-9177,United States,Houston,2024-02-20 20:58:32.794066
CUST97832866,Linda Perez,linda.perez962@example.com,+1-165-919-9100,Brazil,Unknown,2025-09-06 20:58:32.794066
CUST90200968,Robert Harris,robert.harris613@example.com,+1-557-574-8350,United States,Chicago,2025-11-11 20:58:32.794066
CUST05302557,Barbara Davis,barbara.davis317@example.com,+1-633-692-4333,India,Mumbai,2024-02-20 20:58:32.794066
CUST09009932,Emily Rodriguez,emily.rodriguez436@example.com,+1-587-961-2856,Canada,Ottawa,2025-12-13 20:58:32.794066
CUST93014221,Emily Thomas,emily.thomas186@example.com,+1-745-633-6763,India,Mumbai,2025-06-26 20:58:32.794066
CUST29492888,David Lopez,david.lopez15@example.com,+1-570-904-6596,India,Bangalore,2025-11-20 20:58:32.794066
CUST38722392,Donald Perez,donald.perez569@example.com,+1-681-849-9185,Italy,Unknown,2025-06-30 20:58:32.794066
CUST34030247,Jennifer Perez,jennifer.perez245@example.com,+1-864-418-4330,France,Marseille,2025-06-06 20:58:32.794066
CUST66486977,Linda Anderson,linda.anderson741@example.com,+1-561-255-4994,Brazil,Unknown,2024-11-08 20:58:32.794066
CUST63590787,Ashley Rodriguez,ashley.rodriguez974@example.com,+1-347-319-4116,Italy,Unknown,2024-03-03 20:58:32.794066
CUST70307323,Nancy Smith,nancy.smith711@example.com,+1-158-207-7465,Norway,Unknown,2026-01-19 20:58:32.794066
CUST08363621,Mark Ramirez,mark.ramirez996@example.com,+1-947-726-5303,Germany,Hamburg,2025-11-15 20:58:32.794066
CUST12926557,Jessica Sanchez,jessica.sanchez44@example.com,+1-925-802-4730,Netherlands,Unknown,2025-09-08 20:58:32.794066
CUST46211808,Donald Ramirez,donald.ramirez255@example.com,+1-414-776-9734,Germany,Munich,2024-02-20 20:58:32.794066
CUST55609060,Jessica Martin,jessica.martin722@example.com,+1-234-148-7807,Germany,Munich,2025-11-14 20:58:32.794066
CUST16146863,Joshua Jackson,joshua.jackson332@example.com,+1-357-521-2116,Netherlands,Unknown,2025-12-24 20:58:32.794066
CUST53935947,Susan Martin,susan.martin32@example.com,+1-674-840-4969,Singapore,Unknown,2025-06-17 20:58:32.794066
CUST50860153,Mark Lee,mark.lee592@example.com,+1-505-534-9194,India,Mumbai,2025-08-01 20:58:32.794066
CUST72789284,Robert Walker,robert.walker421@example.com,+1-589-479-7793,Norway,Unknown,2025-10-05 20:58:32.794066
CUST48614187,Karen Anderson,karen.anderson184@example.com,+1-466-386-3654,United Kingdom,Leeds,2026-01-10 20:58:32.794066
CUST94489221,Betty Robinson,betty.robinson616@example.com,+1-373-108-6585,Germany,Berlin,2025-05-19 20:58:32.794066
CUST62090443,Ashley Thompson,ashley.thompson729@example.com,+1-255-520-5474,Norway,Unknown,2026-02-18 20:58:32.794066
CUST99731924,Michelle Miller,michelle.miller526@example.com,+1-516-689-6622,United States,Los Angeles,2026-01-23 20:58:32.794066
CUST70840462,Kimberly Lopez,kimberly.lopez643@example.com,+1-762-456-8009,Brazil,Unknown,2025-06-02 20:58:32.794066
CUST12766301,Emily Martin,emily.martin131@example.com,+1-934-462-7730,India,Delhi,2025-06-18 20:58:32.794066
CUST09808376,Ashley Anderson,ashley.anderson533@example.com,+1-863-459-3833,Mexico,Unknown,2025-12-18 20:58:32.794066
CUST60421825,Ashley Jones,ashley.jones63@example.com,+1-580-399-1321,Denmark,Unknown,2024-08-07 20:58:32.794066
CUST02931955,Mark Ramirez,mark.ramirez567@example.com,+1-775-689-8148,Brazil,Unknown,2026-01-02 20:58:32.794066
CUST52088804,Anthony Thompson,anthony.thompson573@example.com,+1-509-197-5308,Sweden,Unknown,2024-02-20 20:58:32.794066
CUST16912345,James Davis,james.davis61@example.com,+1-905-145-9543,Mexico,Unknown,2025-06-27 20:58:32.794066
CUST96419568,Paul Garcia,paul.garcia908@example.com,+1-318-354-1914,Canada,Calgary,2025-12-28 20:58:32.794066
CUST14794156,Mark Williams,mark.williams58@example.com,+1-779-233-1253,France,Toulouse,2026-02-11 20:58:32.794066
CUST71409702,James Martin,james.martin269@example.com,+1-587-157-1905,France,Lyon,2025-08-19 20:58:32.794066
CUST14589447,Paul Ramirez,paul.ramirez228@example.com,+1-136-806-2509,Mexico,Unknown,2025-12-03 20:58:32.794066
CUST54454672,Mark Clark,mark.clark520@example.com,+1-430-666-1219,Italy,Unknown,2026-01-25 20:58:32.794066
CUST94132249,Donald Harris,donald.harris120@example.com,+1-195-677-9646,Australia,Perth,2025-04-11 20:58:32.794066
CUST23636052,Mary Walker,mary.walker797@example.com,+1-687-393-1277,Germany,Munich,2025-12-31 20:58:32.794066
CUST06986446,James Johnson,james.johnson193@example.com,+1-540-832-2969,Germany,Frankfurt,2025-07-03 20:58:32.794066
CUST54200665,Andrew Perez,andrew.perez111@example.com,+1-600-156-7718,Germany,Berlin,2026-02-10 20:58:32.794066
CUST52408117,James Johnson,james.johnson427@example.com,+1-428-221-6347,Spain,Unknown,2025-04-18 20:58:32.794066
CUST57708569,Steven Martin,steven.martin834@example.com,+1-847-724-9143,South Korea,Unknown,2026-02-05 20:58:32.794066
CUST60372212,Michelle Thompson,michelle.thompson356@example.com,+1-395-831-7951,India,Delhi,2025-09-14 20:58:32.794066
CUST63836069,Elizabeth Jackson,elizabeth.jackson866@example.com,+1-364-500-9798,Brazil,Unknown,2025-02-17 20:58:32.794066
CUST25164975,Michelle Thompson,michelle.thompson51@example.com,+1-777-701-4949,Brazil,Unknown,2024-08-15 20:58:32.794066
CUST58445444,Jessica Harris,jessica.harris199@example.com,+1-272-127-8760,Denmark,Unknown,2025-12-30 20:58:32.794066
CUST79707565,Joseph Thompson,joseph.thompson629@example.com,+1-929-990-7017,Italy,Unknown,2024-02-20 20:58:32.794066
CUST22826380,Jennifer Lopez,jennifer.lopez38@example.com,+1-177-340-8670,Netherlands,Unknown,2025-05-31 20:58:32.794066
CUST64821433,Nancy Perez,nancy.perez916@example.com,+1-900-150-8818,India,Bangalore,2025-03-22 20:58:32.794066
CUST90682983,Joseph Johnson,joseph.johnson426@example.com,+1-792-239-4536,Japan,Unknown,2025-06-24 20:58:32.794066
CUST75162333,Donna Clark,donna.clark184@example.com,+1-145-117-1222,Spain,Unknown,2025-07-26 20:58:32.794066
CUST44864258,Donald Davis,donald.davis586@example.com,+1-173-762-4382,South Korea,Unknown,2025-01-27 20:58:32.794066
CUST57321330,Andrew Hernandez,andrew.hernandez570@example.com,+1-851-834-2643,Canada,Vancouver,2025-07-19 20:58:32.794066
CUST31840480,Karen Harris,karen.harris92@example.com,+1-572-711-7693,Denmark,Unknown,2025-10-26 20:58:32.794066
CUST08276137,Charles Gonzalez,charles.gonzalez197@example.com,+1-107-153-4174,Italy,Unknown,2026-01-09 20:58:32.794066
CUST09515198,Charles Hernandez,charles.hernandez455@example.com,+1-447-320-9202,Singapore,Unknown,2024-12-06 20:58:32.794066
CUST58570228,Jessica White,jessica.white765@example.com,+1-473-588-4650,Canada,Calgary,2024-04-21 20:58:32.794066
CUST47958139,Donald Johnson,donald.johnson284@example.com,+1-939-352-8951,France,Paris,2024-11-25 20:58:32.794066
CUST95915026,Patricia White,patricia.white846@example.com,+1-398-518-8483,Australia,Melbourne,2026-02-16 20:58:32.794066
CUST99661839,Donald Jackson,donald.jackson122@example.com,+1-635-507-3416,Netherlands,Unknown,2026-01-10 20:58:32.794066
CUST17575154,Karen Perez,karen.perez174@example.com,+1-610-430-8784,Denmark,Unknown,2025-08-20 20:58:32.794066
CUST48052646,Robert Jones,robert.jones822@example.com,+1-688-566-5382,Sweden,Unknown,2025-08-19 20:58:32.794066
CUST49690333,Michelle Perez,michelle.perez753@example.com,+1-349-533-8872,Sweden,Unknown,2025-06-07 20:58:32.794066
CUST75885196,Jennifer Harris,jennifer.harris64@example.com,+1-250-869-3431,Spain,Unknown,2025-03-29 20:58:32.794066
CUST76676978,Thomas Lee,thomas.lee402@example.com,+1-267-511-3574,India,Chennai,2025-12-19 20:58:32.794066
CUST71200927,Daniel Jackson,daniel.jackson397@example.com,+1-287-257-1600,Norway,Unknown,2025-02-19 20:58:32.794066
CUST21191075,Ashley Moore,ashley.moore833@example.com,+1-481-795-3835,India,Bangalore,2025-10-03 20:58:32.794066
CUST18810183,Jennifer Ramirez,jennifer.ramirez699@example.com,+1-139-610-8061,Singapore,Unknown,2026-01-01 20:58:32.794066
CUST67728529,Elizabeth Wilson,elizabeth.wilson834@example.com,+1-431-107-1284,Canada,Toronto,2026-01-25 20:58:32.794066
CUST04211025,Betty Jackson,betty.jackson606@example.com,+1-770-832-3027,Brazil,Unknown,2024-09-12 20:58:32.794066
CUST33934903,Michael Smith,michael.smith300@example.com,+1-278-196-3959,Brazil,Unknown,2024-04-30 20:58:32.794066
CUST16236695,Richard Taylor,richard.taylor170@example.com,+1-150-526-1277,Japan,Unknown,2024-03-08 20:58:32.794066
CUST16417323,Sarah Williams,sarah.williams864@example.com,+1-663-597-4538,France,Marseille,2025-12-02 20:58:32.794066
CUST12262184,Susan Jackson,susan.jackson328@example.com,+1-132-654-9470,Australia,Melbourne,2025-02-20 20:58:32.794066
CUST02437027,Mary Williams,mary.williams384@example.com,+1-330-480-6801,Italy,Unknown,2026-01-15 20:58:32.794066
CUST54626445,Betty White,betty.white806@example.com,+1-764-355-4877,Japan,Unknown,2026-02-15 20:58:32.794066
CUST35950936,Nancy Miller,nancy.miller519@example.com,+1-673-377-4903,United States,Los Angeles,2026-02-06 20:58:32.794066
CUST01224863,Patricia Garcia,patricia.garcia547@example.com,+1-892-637-3568,France,Lyon,2026-01-20 20:58:32.794066
CUST77736817,Patricia Perez,patricia.perez658@example.com,+1-295-655-3493,Singapore,Unknown,2024-10-23 20:58:32.794066
CUST61396093,Elizabeth Smith,elizabeth.smith946@example.com,+1-961-588-4034,Germany,Berlin,2025-11-08 20:58:32.794066
CUST45975646,Christopher Jones,christopher.jones647@example.com,+1-342-614-9531,South Korea,Unknown,2025-11-22 20:58:32.794066
CUST06961536,Andrew Thomas,andrew.thomas61@example.com,+1-725-420-1725,Canada,Calgary,2024-12-22 20:58:32.794066
CUST62343095,Linda Clark,linda.clark274@example.com,+1-319-340-3900,United States,Los Angeles,2026-01-09 20:58:32.794066
CUST12346304,Jessica Martinez,jessica.martinez199@example.com,+1-750-518-5317,Mexico,Unknown,2025-06-05 20:58:32.794066
CUST64907045,Donald Perez,donald.perez810@example.com,+1-209-493-1010,Spain,Unknown,2025-10-26 20:58:32.794066
